,Date,Confirmed,Deaths,Recovered
0,1/1/2020,20,0,20
1,1/2/2020,38,0,38
2,1/3/2020,59,1,58
3,1/4/2020,84,2,82
4,1/5/2020,106,2,104
5,1/6/2020,118,2,116
6,1/7/2020,129,2,127
7,1/8/2020,136,2,134
8,1/9/2020,144,2,142
9,1/10/2020,149,3,146
10,1/11/2020,157,3,154
11,1/12/2020,167,3,164
12,1/13/2020,175,3,172
13,1/14/2020,182,3,179
14,1/15/2020,190,3,187
15,1/16/2020,198,3,195
16,1/17/2020,205,4,201
17,1/18/2020,209,4,205
18,1/19/2020,218,4,214
19,1/20/2020,234,4,230
20,1/21/2020,239,4,235
21,1/22/2020,252,4,248
22,1/23/2020,258,4,254
23,1/24/2020,268,5,263
24,1/25/2020,274,5,269
25,1/26/2020,280,5,275
26,1/27/2020,294,5,289
27,1/28/2020,304,5,299
28,1/29/2020,317,5,312
29,1/30/2020,331,6,325
30,1/31/2020,348,6,342
31,2/1/2020,359,6,353
32,2/2/2020,373,6,367
33,2/3/2020,379,7,372
34,2/4/2020,384,7,377
35,2/5/2020,391,8,383
36,2/6/2020,393,8,385
37,2/7/2020,398,8,390
38,2/8/2020,401,8,393
39,2/9/2020,408,8,400
40,2/10/2020,424,8,416
41,2/11/2020,438,8,430
42,2/12/2020,446,8,438
43,2/13/2020,450,8,442
44,2/14/2020,459,9,450
45,2/15/2020,477,9,468
46,2/16/2020,492,9,483
47,2/17/2020,505,9,496
48,2/18/2020,522,10,512
49,2/19/2020,536,11,525
50,2/20/2020,569,14,555
51,2/21/2020,588,14,574
52,2/22/2020,617,14,603
53,2/23/2020,661,15,646
54,2/24/2020,731,15,716
55,2/25/2020,841,17,824
56,2/26/2020,1003,25,978
57,2/27/2020,1164,27,1137
58,2/28/2020,1386,31,1355
59,2/29/2020,1577,33,1544
60,3/1/2020,1813,37,1776
61,3/2/2020,2112,47,2065
62,3/3/2020,2424,58,2366
63,3/4/2020,2841,68,2773
64,3/5/2020,3297,77,3220
65,3/6/2020,3976,96,3880
66,3/7/2020,4796,118,4678
67,3/8/2020,5910,140,5770
68,3/9/2020,7690,166,7524
69,3/10/2020,9960,201,9759
70,3/11/2020,12800,249,12551
71,3/12/2020,15960,309,15651
72,3/13/2020,19885,388,19497
73,3/14/2020,23794,449,23345
74,3/15/2020,27851,546,27305
75,3/16/2020,33347,683,32664
76,3/17/2020,38292,811,37481
77,3/18/2020,43442,956,42486
78,3/19/2020,48038,1084,46954
79,3/20/2020,53244,1281,51963
80,3/21/2020,57482,1425,56057
81,3/22/2020,60902,1554,59348
82,3/23/2020,65862,1811,64051
83,3/24/2020,69910,2024,67886
84,3/25/2020,74477,2282,72195
85,3/26/2020,78740,2511,76229
86,3/27/2020,83180,2769,80411
87,3/28/2020,87132,3034,84098
88,3/29/2020,90159,3211,86948
89,3/30/2020,94521,3526,90995
90,3/31/2020,98486,3794,94692
91,4/1/2020,102942,4105,98837
92,4/2/2020,107177,4433,102744
93,4/3/2020,111545,4776,106769
94,4/4/2020,114808,5010,109798
95,4/5/2020,117454,5212,112242
96,4/6/2020,120961,5510,115451
97,4/7/2020,124407,5772,118635
98,4/8/2020,127866,6047,121819
99,4/9/2020,131154,6300,124854
100,4/10/2020,133722,6500,127222
101,4/11/2020,136045,6668,129377
102,4/12/2020,137952,6825,131127
103,4/13/2020,139738,6953,132785
104,4/14/2020,141798,7108,134690
105,4/15/2020,144034,7271,136763
106,4/16/2020,146181,7400,138781
107,4/17/2020,148368,7529,140839
108,4/18/2020,150027,7629,142398
109,4/19/2020,151330,7731,143599
110,4/20/2020,152955,7854,145101
111,4/21/2020,154468,7955,146513
112,4/22/2020,156177,8049,148128
113,4/23/2020,157746,8149,149597
114,4/24/2020,159200,8217,150983
115,4/25/2020,160328,8278,152050
116,4/26/2020,161122,8314,152808
117,4/27/2020,162293,8380,153913
118,4/28/2020,163372,8445,154927
119,4/29/2020,164464,8506,155958
120,4/30/2020,165600,8565,157035
121,5/1/2020,166468,8602,157866
122,5/2/2020,167160,8626,158534
123,5/3/2020,167753,8650,159103
124,5/4/2020,168585,8693,159892
125,5/5/2020,169481,8731,160750
126,5/6/2020,170396,8757,161639
127,5/7/2020,171242,8793,162449
128,5/8/2020,172047,8827,163220
129,5/9/2020,172654,8834,163820
130,5/10/2020,173101,8859,164242
131,5/11/2020,173783,8881,164902
132,5/12/2020,174422,8898,165524
133,5/13/2020,175130,8924,166206
134,5/14/2020,175761,8940,166821
135,5/15/2020,176500,8970,167530
136,5/16/2020,177009,8993,168016
137,5/17/2020,177403,9006,168397
138,5/18/2020,178026,9018,169008
139,5/19/2020,178557,9030,169527
140,5/20/2020,179264,9060,170204
141,5/21/2020,179671,9066,170605
142,5/22/2020,180107,9078,171029
143,5/23/2020,180461,9088,171373
144,5/24/2020,180754,9094,171660
145,5/25/2020,181209,9103,172106
146,5/26/2020,181771,9117,172654
147,5/27/2020,182303,9130,173173
148,5/28/2020,182739,9139,173600
149,5/29/2020,183120,9143,173977
150,5/30/2020,183469,9147,174322
151,5/31/2020,183685,9154,174531
152,6/1/2020,183924,9160,174764
153,6/2/2020,184267,9166,175101
154,6/3/2020,184731,9171,175560
155,6/4/2020,185171,9175,175996
156,6/5/2020,185548,9181,176367
157,6/6/2020,185825,9187,176638
158,6/7/2020,186011,9192,176819
159,6/8/2020,186391,9195,177196
160,6/9/2020,186800,9200,177600
161,6/10/2020,187292,9208,178084
162,6/11/2020,187599,9211,178388
163,6/12/2020,187970,9226,178744
164,6/13/2020,188311,9229,179082
165,6/14/2020,188568,9232,179336
166,6/15/2020,188978,9236,179742
167,6/16/2020,189828,9242,180586
168,6/17/2020,190518,9248,181270
169,6/18/2020,191157,9249,181908
170,6/19/2020,191966,9254,182712
171,6/20/2020,192466,9261,183205
172,6/21/2020,192784,9265,183519
173,6/22/2020,193277,9268,184009
174,6/23/2020,193777,9272,184505
175,6/24/2020,194262,9275,184987
176,6/25/2020,194750,9281,185469
177,6/26/2020,195245,9288,185957
178,6/27/2020,195573,9289,186284
179,6/28/2020,195842,9289,186553
180,6/29/2020,196299,9293,187006
181,6/30/2020,196747,9295,187452
182,7/1/2020,197185,9301,187884
183,7/2/2020,197588,9306,188282
184,7/3/2020,198003,9311,188692
185,7/4/2020,198295,9312,188983
186,7/5/2020,198540,9315,189225
187,7/6/2020,198920,9318,189602
188,7/7/2020,199310,9324,189986
189,7/8/2020,199703,9327,190376
190,7/9/2020,200078,9331,190747
191,7/10/2020,200535,9335,191200
192,7/11/2020,200886,9337,191549
193,7/12/2020,201126,9337,191789
194,7/13/2020,201604,9340,192264
195,7/14/2020,202078,9345,192733
196,7/15/2020,202660,9350,193310
197,7/16/2020,203157,9357,193800
198,7/17/2020,203686,9362,194324
199,7/18/2020,204191,9364,194827
200,7/19/2020,204583,9372,195211
201,7/20/2020,205195,9379,195816
202,7/21/2020,205800,9383,196417
203,7/22/2020,206487,9389,197098
204,7/23/2020,207113,9393,197720
205,7/24/2020,207854,9396,198458
206,7/25/2020,208445,9399,199046
207,7/26/2020,208911,9403,199508
208,7/27/2020,209605,9410,200195
209,7/28/2020,210338,9412,200926
210,7/29/2020,211114,9418,201696
211,7/30/2020,211868,9423,202445
212,7/31/2020,212712,9438,203274
213,8/1/2020,213410,9439,203971
214,8/2/2020,213973,9441,204532
215,8/3/2020,214892,9446,205446
216,8/4/2020,215832,9450,206382
217,8/5/2020,216828,9451,207377
218,8/6/2020,217894,9456,208438
219,8/7/2020,218941,9461,209480
220,8/8/2020,219776,9465,210311
221,8/9/2020,220397,9468,210929
222,8/10/2020,221663,9476,212187
223,8/11/2020,222895,9480,213415
224,8/12/2020,224350,9488,214862
225,8/13/2020,225765,9494,216271
226,8/14/2020,227100,9501,217599
227,8/15/2020,228058,9505,218553
228,8/16/2020,228864,9506,219358
229,8/17/2020,230422,9512,220910
230,8/18/2020,231941,9517,222424
231,8/19/2020,233497,9522,223975
232,8/20/2020,234882,9526,225356
233,8/21/2020,236389,9527,226862
234,8/22/2020,237448,9528,227920
235,8/23/2020,238291,9530,228761
236,8/24/2020,239794,9533,230261
237,8/25/2020,241334,9537,231797
238,8/26/2020,242810,9538,233272
239,8/27/2020,244227,9542,234685
240,8/28/2020,245535,9549,235986
241,8/29/2020,246439,9553,236886
242,8/30/2020,247217,9554,237663
243,8/31/2020,248503,9559,238944
244,9/1/2020,249959,9565,240394
245,9/2/2020,251316,9573,241743
246,9/3/2020,252698,9578,243120
247,9/4/2020,254209,9589,244620
248,9/5/2020,255380,9594,245786
249,9/6/2020,256372,9599,246773
250,9/7/2020,258059,9609,248450
251,9/8/2020,259718,9623,250095
252,9/9/2020,261439,9631,251808
253,9/10/2020,263115,9640,253475
254,9/11/2020,264796,9654,255142
255,9/12/2020,266242,9665,256577
256,9/13/2020,267449,9670,257779
257,9/14/2020,269426,9681,259745
258,9/15/2020,271402,9693,261709
259,9/16/2020,273467,9707,263760
260,9/17/2020,275435,9720,265715
261,9/18/2020,277369,9734,267635
262,9/19/2020,278840,9751,269089
263,9/20/2020,280070,9769,270301
264,9/21/2020,282150,9781,272369
265,9/22/2020,284188,9803,274385
266,9/23/2020,286306,9814,276492
267,9/24/2020,288441,9833,278608
268,9/25/2020,290691,9856,280835
269,9/26/2020,292567,9875,282692
270,9/27/2020,294046,9888,284158
271,9/28/2020,296507,9907,286600
272,9/29/2020,299063,9921,289142
273,9/30/2020,301787,9941,291846
274,10/1/2020,304746,9967,294779
275,10/2/2020,308089,10003,298086
276,10/3/2020,311022,10020,301002
277,10/4/2020,313362,10038,303324
278,10/5/2020,317265,10081,307184
279,10/6/2020,321426,10106,311320
280,10/7/2020,326044,10151,315893
281,10/8/2020,330871,10196,320675
282,10/9/2020,336210,10261,325949
283,10/10/2020,340939,10312,330627
284,10/11/2020,344893,10348,334545
285,10/12/2020,351165,10409,340756
286,10/13/2020,357949,10475,347474
287,10/14/2020,365816,10537,355279
288,10/15/2020,373862,10634,363228
289,10/16/2020,382790,10730,372060
290,10/17/2020,390373,10813,379560
291,10/18/2020,397429,10895,386534
292,10/19/2020,408128,11014,397114
293,10/20/2020,420373,11163,409210
294,10/21/2020,434349,11332,423017
295,10/22/2020,448492,11568,436924
296,10/23/2020,463628,11782,451846
297,10/24/2020,476601,11934,464667
298,10/25/2020,488032,12093,475939
299,10/26/2020,504478,12336,492142
300,10/27/2020,521661,12575,509086
301,10/28/2020,540264,12841,527423
302,10/29/2020,558057,13109,544948
303,10/30/2020,576531,13375,563156
304,10/31/2020,590974,13582,577392
305,11/1/2020,604550,13806,590744
306,11/2/2020,624006,14156,609850
307,11/3/2020,643184,14457,628727
308,11/4/2020,662614,14742,647872
309,11/5/2020,681732,15054,666678
310,11/6/2020,700884,15341,685543
311,11/7/2020,716676,15568,701108
312,11/8/2020,729058,15784,713274
313,11/9/2020,747867,16163,731704
314,11/10/2020,766998,16549,750449
315,11/11/2020,787410,16959,770451
316,11/12/2020,807660,17405,790255
317,11/13/2020,827870,17870,810000
318,11/14/2020,843693,18213,825480
319,11/15/2020,855909,18506,837403
320,11/16/2020,874542,18965,855577
321,11/17/2020,893866,19462,874404
322,11/18/2020,914558,19982,894576
323,11/19/2020,934914,20532,914382
324,11/20/2020,954967,21048,933919
325,11/21/2020,969467,21397,948070
326,11/22/2020,980915,21713,959202
327,11/23/2020,998836,22226,976610
328,11/24/2020,1016962,22740,994222
329,11/25/2020,1036609,23325,1013284
330,11/26/2020,1056018,23934,1032084
331,11/27/2020,1075067,24552,1050515
332,11/28/2020,1090725,25013,1065712
333,11/29/2020,1102443,25378,1077065
334,11/30/2020,1120603,25988,1094615
335,12/1/2020,1140393,26681,1113712
336,12/2/2020,1161871,27417,1134454
337,12/3/2020,1184909,28248,1156661
338,12/4/2020,1207336,29036,1178300
339,12/5/2020,1225660,29591,1196069
340,12/6/2020,1240897,30081,1210816
341,12/7/2020,1263432,30874,1232558
342,12/8/2020,1287842,31762,1256080
343,12/9/2020,1313596,32604,1280992
344,12/10/2020,1340450,33670,1306780
345,12/11/2020,1366638,34628,1332010
346,12/12/2020,1388727,35428,1353299
347,12/13/2020,1405749,36034,1369715
348,12/14/2020,1430629,36986,1393643
349,12/15/2020,1456778,38034,1418744
350,12/16/2020,1484914,39097,1445817
351,12/17/2020,1512532,40193,1472339
352,12/18/2020,1539310,41196,1498114
353,12/19/2020,1560392,41957,1518435
354,12/20/2020,1577635,42644,1534991
355,12/21/2020,1600291,43636,1556655
356,12/22/2020,1624725,44696,1580029
357,12/23/2020,1651326,45834,1605492
358,12/24/2020,1670789,46605,1624184
359,12/25/2020,1685329,47210,1638119
360,12/26/2020,1700522,47868,1652654
361,12/27/2020,1715109,48442,1666667
362,12/28/2020,1735725,49413,1686312
363,12/29/2020,1758122,50519,1707603
364,12/30/2020,1781576,51647,1729929
365,12/31/2020,1798681,52359,1746322
366,1/1/2021,1812098,52872,1759226
367,1/2/2021,1826556,53466,1773090
368,1/3/2021,1840687,54011,1786676
369,1/4/2021,1860035,54809,1805226
370,1/5/2021,1881897,55759,1826138
371,1/6/2021,1903122,56635,1846487
372,1/7/2021,1923250,57506,1865744
373,1/8/2021,1943466,58344,1885122
374,1/9/2021,1958613,58898,1899715
375,1/10/2021,1970203,59403,1910800
376,1/11/2021,1986514,60064,1926450
377,1/12/2021,2004894,60914,1943980
378,1/13/2021,2023996,61789,1962207
379,1/14/2021,2040991,62606,1978385
380,1/15/2021,2057221,63363,1993858
381,1/16/2021,2070478,63869,2006609
382,1/17/2021,2080486,64309,2016177
383,1/18/2021,2094146,64937,2029209
384,1/19/2021,2109916,65684,2044232
385,1/20/2021,2125885,66405,2059480
386,1/21/2021,2140124,67043,2073081
387,1/22/2021,2153548,67641,2085907
388,1/23/2021,2164658,68046,2096612
389,1/24/2021,2172595,68340,2104255
390,1/25/2021,2183189,68811,2114378
391,1/26/2021,2196353,69326,2127027
392,1/27/2021,2209035,69828,2139207
393,1/28/2021,2220405,70275,2150130
394,1/29/2021,2231741,70695,2161046
395,1/30/2021,2241325,71009,2170316
396,1/31/2021,2247978,71209,2176769
397,2/1/2021,2256951,71581,2185370
398,2/2/2021,2267306,71968,2195338
399,2/3/2021,2278145,72386,2205759
400,2/4/2021,2287611,72749,2214862
401,2/5/2021,2296533,73051,2223482
402,2/6/2021,2304248,73269,2230979
403,2/7/2021,2309342,73424,2235918
404,2/8/2021,2316375,73685,2242690
405,2/9/2021,2324486,73979,2250507
406,2/10/2021,2333098,74254,2258844
407,2/11/2021,2340945,74526,2266419
408,2/12/2021,2348919,74756,2274163
409,2/13/2021,2355272,74926,2280346
410,2/14/2021,2360740,75055,2285685
411,2/15/2021,2368097,75301,2292796
412,2/16/2021,2376534,75560,2300974
413,2/17/2021,2385336,75828,2309508
414,2/18/2021,2393753,76062,2317691
415,2/19/2021,2402231,76272,2325959
416,2/20/2021,2410112,76431,2333681
417,2/21/2021,2415621,76555,2339066
418,2/22/2021,2423221,76782,2346439
419,2/23/2021,2432229,76978,2355251
420,2/24/2021,2441341,77178,2364163
421,2/25/2021,2449801,77360,2372441
422,2/26/2021,2458661,77522,2381139
423,2/27/2021,2466496,77662,2388834
424,2/28/2021,2472485,77768,2394717
425,3/1/2021,2480765,77960,2402805
426,3/2/2021,2490304,78122,2412182
427,3/3/2021,2500193,78273,2421920
428,3/4/2021,2509433,78423,2431010
429,3/5/2021,2519036,78583,2440453
430,3/6/2021,2527820,78725,2449095
431,3/7/2021,2534709,78836,2455873
432,3/8/2021,2544393,79025,2465368
433,3/9/2021,2555710,79177,2476533
434,3/10/2021,2568395,79356,2489039
435,3/11/2021,2580654,79550,2501104
436,3/12/2021,2593353,79727,2513626
437,3/13/2021,2605027,79872,2525155
438,3/14/2021,2614391,79999,2534392
439,3/15/2021,2627039,80199,2546840
440,3/16/2021,2641923,80391,2561532
441,3/17/2021,2658198,80593,2577605
442,3/18/2021,2673346,80805,2592541
443,3/19/2021,2688702,81020,2607682
444,3/20/2021,2702974,81188,2621786
445,3/21/2021,2714315,81340,2632975
446,3/22/2021,2729716,81545,2648171
447,3/23/2021,2747814,81811,2666003
448,3/24/2021,2767429,82058,2685371
449,3/25/2021,2786341,82310,2704031
450,3/26/2021,2804822,82555,2722267
451,3/27/2021,2820715,82756,2737959
452,3/28/2021,2832296,82918,2749378
453,3/29/2021,2848253,83181,2765072
454,3/30/2021,2866071,83426,2782645
455,3/31/2021,2885220,83675,2801545
456,4/1/2021,2904440,83943,2820497
457,4/2/2021,2920193,84147,2836046
458,4/3/2021,2933659,84364,2849295
459,4/4/2021,2945713,84528,2861185
460,4/5/2021,2958883,84726,2874157
461,4/6/2021,2975465,84987,2890478
462,4/7/2021,2995915,85233,2910682
463,4/8/2021,3017422,85498,2931924
464,4/9/2021,3037978,85725,2952253
465,4/10/2021,3056649,85971,2970678
466,4/11/2021,3070334,86111,2984223
467,4/12/2021,3089242,86366,3002876
468,4/13/2021,3111219,86606,3024613
469,4/14/2021,3134378,86854,3047524
470,4/15/2021,3155535,87094,3068441
471,4/16/2021,3177336,87342,3089994
472,4/17/2021,3196142,87557,3108585
473,4/18/2021,3211118,87734,3123384
474,4/19/2021,3230859,87972,3142887
475,4/20/2021,3254582,88248,3166334
476,4/21/2021,3278454,88495,3189959
477,4/22/2021,3300151,88735,3211416
478,4/23/2021,3321177,88961,3232216
